RataRata_Edukasi_Dewasa,SQBmeaned,SQBdependency,SQBovercrowding,Jumlah_HP,SQBedjefe,Tingkat_Kepadatan_Penghuni,SQBhogar_nin,Jumlah_Ruangan,Umur,Jumlah_Anak_0_19,SQBage,agesq,Jumlah_Dewasa,Sewa_Rumah_Bulanan,Total_Individu_Keluarga,Jumlah_Orang_Tinggal_DiRumah,Lama_Sekolah_Tahun,SQBescolari,SQBhogar_total,Punya_Plafon,Dinding_Bata,Kualitas_Lantai_Baik,Kualitas_Atap_Baik,Kualitas_Dinding_Baik,Lantai_Keramik,Masak_Gas,Masak_Listrik,Area_Pedesaan,Area_Perkotaan,Rumah_Milik_Sendiri_Lunas,Punya_TV,Kualitas_Atap_Sedang,Dinding_Semen_Prefab,Kualitas_Dinding_Sedang,Jumlah_Lansia_65Plus,Tingkat_Kemiskinan
9.25,85.5625,0.0625,2.7777777,5,0,1.6666666,1,5,26,1,676,676,4,130000.0,5,5,8,64,25,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,4
9.25,85.5625,0.0625,2.7777777,5,0,1.6666666,1,5,55,1,3025,3025,4,130000.0,5,5,11,121,25,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,4
9.25,85.5625,0.0625,2.7777777,5,0,1.6666666,1,5,51,1,2601,2601,4,130000.0,5,5,9,81,25,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,4
9.25,85.5625,0.0625,2.7777777,5,0,1.6666666,1,5,23,1,529,529,4,130000.0,5,5,9,81,25,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,4
9.25,85.5625,0.0625,2.7777777,5,0,1.6666666,1,5,11,1,121,121,4,130000.0,5,5,3,9,25,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,4
6.6666665,44.444443,1.0,4.0,3,0,2.0,9,5,63,3,3969,3969,3,130000.0,6,6,6,36,36,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
6.6666665,44.444443,1.0,4.0,3,0,2.0,9,5,9,3,81,81,3,130000.0,6,6,2,4,36,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
6.6666665,44.444443,1.0,4.0,3,0,2.0,9,5,10,3,100,100,3,130000.0,6,6,3,9,36,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
6.6666665,44.444443,1.0,4.0,3,0,2.0,9,5,9,3,81,81,3,130000.0,6,6,2,4,36,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
6.6666665,44.444443,1.0,4.0,3,0,2.0,9,5,35,3,1225,1225,3,130000.0,6,6,6,36,36,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
6.6666665,44.444443,1.0,4.0,3,0,2.0,9,5,43,3,1849,1849,3,130000.0,6,6,8,64,36,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
14.0,196.0,1.0,1.0,2,289,1.0,0,6,45,0,2025,2025,2,130000.0,2,3,11,121,4,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,4
14.0,196.0,1.0,1.0,2,289,1.0,0,6,93,0,8649,8649,2,130000.0,2,3,17,289,4,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,4
6.0,36.0,64.0,0.25,1,0,0.5,0,5,67,0,4489,4489,1,130000.0,1,1,6,36,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,4
6.0,36.0,64.0,0.0625,0,0,0.25,0,4,70,0,4900,4900,1,130000.0,1,1,6,36,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,4
8.3999996,70.55999,0.0,1.5625,5,36,1.25,0,6,20,0,400,400,5,130000.0,5,5,11,121,25,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,4
8.3999996,70.55999,0.0,1.5625,5,36,1.25,0,6,26,0,676,676,5,130000.0,5,5,11,121,25,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,4
8.3999996,70.55999,0.0,1.5625,5,36,1.25,0,6,46,0,2116,2116,5,130000.0,5,5,6,36,25,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,4
8.3999996,70.55999,0.0,1.5625,5,36,1.25,0,6,52,0,2704,2704,5,130000.0,5,5,6,36,25,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,4
8.3999996,70.55999,0.0,1.5625,5,36,1.25,0,6,23,0,529,529,5,130000.0,5,5,8,64,25,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,4
7.0,49.0,0.0,2.5600002,5,81,1.6,0,8,59,0,3481,3481,3,130000.0,3,8,9,81,9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4
7.0,49.0,0.0,2.5600002,5,81,1.6,0,8,53,0,2809,2809,3,130000.0,3,8,6,36,9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4
7.0,49.0,0.0,2.5600002,5,81,1.6,0,8,30,0,900,900,3,130000.0,3,8,6,36,9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4
17.333334,300.44446,4.0,0.36000001,3,289,0.60000002,0,9,79,0,6241,6241,3,130000.0,3,3,17,289,9,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,2,4
17.333334,300.44446,4.0,0.36000001,3,289,0.60000002,0,9,32,0,1024,1024,3,130000.0,3,3,18,324,9,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,2,4
17.333334,300.44446,4.0,0.36000001,3,289,0.60000002,0,9,72,0,5184,5184,3,130000.0,3,3,17,289,9,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,2,4
13.75,189.0625,0.0,1.0,4,196,1.0,0,8,54,0,2916,2916,4,130000.0,4,4,11,121,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
13.75,189.0625,0.0,1.0,4,196,1.0,0,8,33,0,1089,1089,4,130000.0,4,4,15,225,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
13.75,189.0625,0.0,1.0,4,196,1.0,0,8,35,0,1225,1225,4,130000.0,4,4,15,225,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
13.75,189.0625,0.0,1.0,4,196,1.0,0,8,60,0,3600,3600,4,130000.0,4,4,14,196,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
12.5,156.25,0.25,2.25,3,121,1.5,1,6,35,1,1225,1225,2,300000.0,3,3,11,121,9,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,0.25,2.25,3,121,1.5,1,6,35,1,1225,1225,2,300000.0,3,3,14,196,9,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,0.25,2.25,3,121,1.5,1,6,12,1,144,144,2,300000.0,3,3,6,36,9,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
13.0,169.0,64.0,0.44444448,2,225,0.66666669,0,9,67,0,4489,4489,2,130000.0,2,2,11,121,4,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,2,4
13.0,169.0,64.0,0.44444448,2,225,0.66666669,0,9,72,0,5184,5184,2,130000.0,2,2,15,225,4,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,2,4
15.5,240.25,0.0,0.64000005,4,121,0.80000001,0,9,30,0,900,900,4,130000.0,4,4,17,289,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
15.5,240.25,0.0,0.64000005,4,121,0.80000001,0,9,54,0,2916,2916,4,130000.0,4,4,17,289,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
15.5,240.25,0.0,0.64000005,4,121,0.80000001,0,9,27,0,729,729,4,130000.0,4,4,17,289,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
15.5,240.25,0.0,0.64000005,4,121,0.80000001,0,9,60,0,3600,3600,4,130000.0,4,4,11,121,16,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
7.5999999,57.759998,2.25,1.5625,5,81,1.25,0,7,37,0,1369,1369,5,130000.0,5,5,11,121,25,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,3,4
7.5999999,57.759998,2.25,1.5625,5,81,1.25,0,7,66,0,4356,4356,5,130000.0,5,5,11,121,25,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,3,4
7.5999999,57.759998,2.25,1.5625,5,81,1.25,0,7,66,0,4356,4356,5,130000.0,5,5,9,81,25,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,3,4
7.5999999,57.759998,2.25,1.5625,5,81,1.25,0,7,92,0,8464,8464,5,130000.0,5,5,0,0,25,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,3,4
7.5999999,57.759998,2.25,1.5625,5,81,1.25,0,7,27,0,729,729,5,130000.0,5,5,7,49,25,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,3,4
10.5,110.25,64.0,0.16000001,2,100,0.40000001,0,9,70,0,4900,4900,2,130000.0,2,2,11,121,4,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,2,4
10.5,110.25,64.0,0.16000001,2,100,0.40000001,0,9,69,0,4761,4761,2,130000.0,2,2,10,100,4,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,2,4
10.8,116.64001,0.16000001,5.4444442,4,36,2.3333333,4,4,49,2,2401,2401,5,130000.0,7,7,6,36,49,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4
10.8,116.64001,0.16000001,5.4444442,4,36,2.3333333,4,4,5,2,25,25,5,130000.0,7,7,0,0,49,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4
10.8,116.64001,0.16000001,5.4444442,4,36,2.3333333,4,4,27,2,729,729,5,130000.0,7,7,13,169,49,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4
10.8,116.64001,0.16000001,5.4444442,4,36,2.3333333,4,4,28,2,784,784,5,130000.0,7,7,13,169,49,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4
10.8,116.64001,0.16000001,5.4444442,4,36,2.3333333,4,4,54,2,2916,2916,5,130000.0,7,7,11,121,49,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4
10.8,116.64001,0.16000001,5.4444442,4,36,2.3333333,4,4,6,2,36,36,5,130000.0,7,7,0,0,49,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4
10.8,116.64001,0.16000001,5.4444442,4,36,2.3333333,4,4,23,2,529,529,5,130000.0,7,7,11,121,49,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,4
5.6666665,32.111111,2.25,6.25,1,4,2.5,4,4,7,2,49,49,3,130000.0,5,5,0,0,25,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,2
5.6666665,32.111111,2.25,6.25,1,4,2.5,4,4,63,2,3969,3969,3,130000.0,5,5,3,9,25,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,2
5.6666665,32.111111,2.25,6.25,1,4,2.5,4,4,78,2,6084,6084,3,130000.0,5,5,2,4,25,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,2
5.6666665,32.111111,2.25,6.25,1,4,2.5,4,4,0,2,0,0,3,130000.0,5,5,0,0,25,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,2
5.6666665,32.111111,2.25,6.25,1,4,2.5,4,4,28,2,784,784,3,130000.0,5,5,12,144,25,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,2
15.0,225.0,0.0,1.0,3,289,1.0,0,6,50,0,2500,2500,3,570540.0,3,3,14,196,9,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,4
15.0,225.0,0.0,1.0,3,289,1.0,0,6,51,0,2601,2601,3,570540.0,3,3,17,289,9,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,4
15.0,225.0,0.0,1.0,3,289,1.0,0,6,22,0,484,484,3,570540.0,3,3,14,196,9,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,4
23.0,529.0,4.0,1.0,3,0,1.0,4,9,42,2,1764,1764,1,700000.0,3,3,12,144,9,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
23.0,529.0,4.0,1.0,3,0,1.0,4,9,18,2,324,324,1,700000.0,3,3,11,121,9,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
23.0,529.0,4.0,1.0,3,0,1.0,4,9,15,2,225,225,1,700000.0,3,3,9,81,9,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
16.0,256.0,0.0,1.0,5,289,1.0,0,8,31,0,961,961,5,855810.0,5,5,16,256,25,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
16.0,256.0,0.0,1.0,5,289,1.0,0,8,54,0,2916,2916,5,855810.0,5,5,17,289,25,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
16.0,256.0,0.0,1.0,5,289,1.0,0,8,51,0,2601,2601,5,855810.0,5,5,16,256,25,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
16.0,256.0,0.0,1.0,5,289,1.0,0,8,24,0,576,576,5,855810.0,5,5,15,225,25,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
16.0,256.0,0.0,1.0,5,289,1.0,0,8,26,0,676,676,5,855810.0,5,5,16,256,25,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
18.5,342.25,1.0,1.7777779,3,441,1.3333334,4,8,33,2,1089,1089,2,285270.0,4,4,16,256,16,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
18.5,342.25,1.0,1.7777779,3,441,1.3333334,4,8,2,2,4,4,2,285270.0,4,4,0,0,16,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
18.5,342.25,1.0,1.7777779,3,441,1.3333334,4,8,6,2,36,36,2,285270.0,4,4,0,0,16,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
18.5,342.25,1.0,1.7777779,3,441,1.3333334,4,8,36,2,1296,1296,2,285270.0,4,4,21,441,16,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
8.666667,75.111115,4.0,2.25,2,36,1.5,0,4,55,0,3025,3025,3,200000.0,3,3,11,121,9,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,2,4
8.666667,75.111115,4.0,2.25,2,36,1.5,0,4,77,0,5929,5929,3,200000.0,3,3,9,81,9,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,2,4
8.666667,75.111115,4.0,2.25,2,36,1.5,0,4,86,0,7396,7396,3,200000.0,3,3,6,36,9,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,2,4
11.0,121.0,64.0,0.25,0,0,0.5,0,4,77,0,5929,5929,1,130000.0,1,1,11,121,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,4
14.5,210.25,0.0,0.44444448,3,256,0.66666669,0,5,45,0,2025,2025,2,288750.0,2,2,16,256,4,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,4
14.5,210.25,0.0,0.44444448,3,256,0.66666669,0,5,41,0,1681,1681,2,288750.0,2,2,13,169,4,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,4
14.0,196.0,0.0,1.0,2,0,1.0,0,4,37,0,1369,1369,2,200000.0,2,2,15,225,4,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,4
14.0,196.0,0.0,1.0,2,0,1.0,0,4,40,0,1600,1600,2,200000.0,2,2,13,169,4,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,4
14.5,210.25,1.0,1.7777779,1,0,1.3333334,4,5,37,2,1369,1369,2,130000.0,4,4,14,196,16,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
14.5,210.25,1.0,1.7777779,1,0,1.3333334,4,5,38,2,1444,1444,2,130000.0,4,4,15,225,16,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
14.5,210.25,1.0,1.7777779,1,0,1.3333334,4,5,1,2,1,1,2,130000.0,4,4,0,0,16,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
14.5,210.25,1.0,1.7777779,1,0,1.3333334,4,5,4,2,16,16,2,130000.0,4,4,0,0,16,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
11.0,121.0,2.25,6.25,2,121,2.5,9,3,6,3,36,36,2,120000.0,5,5,0,0,25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
11.0,121.0,2.25,6.25,2,121,2.5,9,3,9,3,81,81,2,120000.0,5,5,2,4,25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
11.0,121.0,2.25,6.25,2,121,2.5,9,3,3,3,9,9,2,120000.0,5,5,0,0,25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
11.0,121.0,2.25,6.25,2,121,2.5,9,3,33,3,1089,1089,2,120000.0,5,5,11,121,25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
11.0,121.0,2.25,6.25,2,121,2.5,9,3,28,3,784,784,2,120000.0,5,5,11,121,25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
6.0,36.0,0.25,2.25,2,36,1.5,1,4,13,1,169,169,2,110000.0,3,3,4,16,9,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,4
6.0,36.0,0.25,2.25,2,36,1.5,1,4,37,1,1369,1369,2,110000.0,3,3,6,36,9,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,4
6.0,36.0,0.25,2.25,2,36,1.5,1,4,40,1,1600,1600,2,110000.0,3,3,6,36,9,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,4
1.5,2.25,64.0,4.0,1,0,2.0,0,3,76,0,5776,5776,2,130000.0,2,2,3,9,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,3
1.5,2.25,64.0,4.0,1,0,2.0,0,3,79,0,6241,6241,2,130000.0,2,2,0,0,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,3
4.25,18.0625,0.44444448,2.7777777,3,0,1.6666666,1,4,25,1,625,625,4,130000.0,5,5,6,36,25,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
4.25,18.0625,0.44444448,2.7777777,3,0,1.6666666,1,4,59,1,3481,3481,4,130000.0,5,5,0,0,25,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
4.25,18.0625,0.44444448,2.7777777,3,0,1.6666666,1,4,65,1,4225,4225,4,130000.0,5,5,6,36,25,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
4.25,18.0625,0.44444448,2.7777777,3,0,1.6666666,1,4,6,1,36,36,4,130000.0,5,5,0,0,25,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
4.25,18.0625,0.44444448,2.7777777,3,0,1.6666666,1,4,32,1,1024,1024,4,130000.0,5,5,5,25,25,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
15.0,225.0,0.0,0.25,1,225,0.5,0,4,43,0,1849,1849,1,80000.0,1,1,15,225,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
6.0,36.0,0.0,1.0,2,0,1.0,0,4,46,0,2116,2116,2,35000.0,2,2,6,36,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,4
6.0,36.0,0.0,1.0,2,0,1.0,0,4,23,0,529,529,2,35000.0,2,2,6,36,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,4
15.0,225.0,2.25,2.7777777,2,0,1.6666666,9,5,33,3,1089,1089,2,130000.0,5,5,12,144,25,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,4
15.0,225.0,2.25,2.7777777,2,0,1.6666666,9,5,55,3,3025,3025,2,130000.0,5,5,6,36,25,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,4
15.0,225.0,2.25,2.7777777,2,0,1.6666666,9,5,10,3,100,100,2,130000.0,5,5,4,16,25,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,4
15.0,225.0,2.25,2.7777777,2,0,1.6666666,9,5,19,3,361,361,2,130000.0,5,5,12,144,25,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,4
15.0,225.0,2.25,2.7777777,2,0,1.6666666,9,5,13,3,169,169,2,130000.0,5,5,5,25,25,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,4
9.5,90.25,0.0,1.7777779,5,81,1.3333334,0,5,59,0,3481,3481,4,130000.0,4,4,9,81,16,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,4
9.5,90.25,0.0,1.7777779,5,81,1.3333334,0,5,33,0,1089,1089,4,130000.0,4,4,9,81,16,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,4
9.5,90.25,0.0,1.7777779,5,81,1.3333334,0,5,60,0,3600,3600,4,130000.0,4,4,6,36,16,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,4
9.5,90.25,0.0,1.7777779,5,81,1.3333334,0,5,27,0,729,729,4,130000.0,4,4,14,196,16,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,4
4.5,20.25,2.25,6.25,3,9,2.5,9,4,17,3,289,289,2,120000.0,5,5,10,100,25,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4
4.5,20.25,2.25,6.25,3,9,2.5,9,4,33,3,1089,1089,2,120000.0,5,5,6,36,25,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4
4.5,20.25,2.25,6.25,3,9,2.5,9,4,12,3,144,144,2,120000.0,5,5,4,16,25,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4
4.5,20.25,2.25,6.25,3,9,2.5,9,4,15,3,225,225,2,120000.0,5,5,8,64,25,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4
4.5,20.25,2.25,6.25,3,9,2.5,9,4,37,3,1369,1369,2,120000.0,5,5,3,9,25,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4
13.5,182.25,0.25,1.0,3,0,1.0,1,5,19,1,361,361,2,160000.0,3,3,8,64,9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4
13.5,182.25,0.25,1.0,3,0,1.0,1,5,39,1,1521,1521,2,160000.0,3,3,9,81,9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4
13.5,182.25,0.25,1.0,3,0,1.0,1,5,20,1,400,400,2,160000.0,3,3,10,100,9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4
9.0,81.0,1.0,1.0,1,0,1.0,1,4,9,1,81,81,1,80000.0,2,2,3,9,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3
9.0,81.0,1.0,1.0,1,0,1.0,1,4,43,1,1849,1849,1,80000.0,2,2,9,81,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3
4.0,16.0,0.25,2.25,1,0,1.5,0,4,85,0,7225,7225,3,130000.0,3,3,0,0,9,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1
4.0,16.0,0.25,2.25,1,0,1.5,0,4,49,0,2401,2401,3,130000.0,3,3,6,36,9,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1
4.0,16.0,0.25,2.25,1,0,1.5,0,4,60,0,3600,3600,3,130000.0,3,3,6,36,9,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1
11.0,121.0,0.0625,2.7777777,3,100,1.6666666,1,5,55,1,3025,3025,4,130000.0,5,5,8,64,25,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2
11.0,121.0,0.0625,2.7777777,3,100,1.6666666,1,5,33,1,1089,1089,4,130000.0,5,5,15,225,25,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2
11.0,121.0,0.0625,2.7777777,3,100,1.6666666,1,5,57,1,3249,3249,4,130000.0,5,5,10,100,25,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2
11.0,121.0,0.0625,2.7777777,3,100,1.6666666,1,5,26,1,676,676,4,130000.0,5,5,11,121,25,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2
11.0,121.0,0.0625,2.7777777,3,100,1.6666666,1,5,12,1,144,144,4,130000.0,5,5,5,25,25,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2
17.0,289.0,0.0,4.0,2,196,2.0,0,3,35,0,1225,1225,2,219087.0,2,2,14,196,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
17.0,289.0,0.0,4.0,2,196,2.0,0,3,54,0,2916,2916,2,219087.0,2,2,20,400,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
2.5,6.25,0.0,1.0,2,9,1.0,0,5,64,0,4096,4096,2,130000.0,2,2,3,9,4,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,2
2.5,6.25,0.0,1.0,2,9,1.0,0,5,43,0,1849,1849,2,130000.0,2,2,2,4,4,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,2
9.5,90.25,1.0,1.7777779,2,36,1.3333334,4,5,56,2,3136,3136,2,130000.0,4,4,6,36,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3
9.5,90.25,1.0,1.7777779,2,36,1.3333334,4,5,6,2,36,36,2,130000.0,4,4,0,0,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3
9.5,90.25,1.0,1.7777779,2,36,1.3333334,4,5,6,2,36,36,2,130000.0,4,4,0,0,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3
9.5,90.25,1.0,1.7777779,2,36,1.3333334,4,5,44,2,1936,1936,2,130000.0,4,4,13,169,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3
9.333333,87.111107,0.0,1.0,2,121,1.0,0,7,53,0,2809,2809,3,130000.0,3,3,11,121,9,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
9.333333,87.111107,0.0,1.0,2,121,1.0,0,7,30,0,900,900,3,130000.0,3,3,6,36,9,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
9.333333,87.111107,0.0,1.0,2,121,1.0,0,7,57,0,3249,3249,3,130000.0,3,3,11,121,9,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
14.5,210.25,0.25,1.0,3,0,1.0,1,5,50,1,2500,2500,2,130000.0,3,3,17,289,9,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,4
14.5,210.25,0.25,1.0,3,0,1.0,1,5,14,1,196,196,2,130000.0,3,3,7,49,9,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,4
14.5,210.25,0.25,1.0,3,0,1.0,1,5,21,1,441,441,2,130000.0,3,3,12,144,9,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,4
14.0,196.0,0.0,1.0,2,0,1.0,0,5,29,0,841,841,2,285270.0,2,2,14,196,4,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,4
14.0,196.0,0.0,1.0,2,0,1.0,0,5,32,0,1024,1024,2,285270.0,2,2,14,196,4,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,4
6.0,36.0,0.0,1.0,3,0,1.0,0,6,21,0,441,441,3,85000.0,3,3,8,64,9,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,4
6.0,36.0,0.0,1.0,3,0,1.0,0,6,43,0,1849,1849,3,85000.0,3,3,8,64,9,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,4
6.0,36.0,0.0,1.0,3,0,1.0,0,6,47,0,2209,2209,3,85000.0,3,3,2,4,9,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,4
